ticker,company_name,sector,sub_sector,industry,sub_industry,sub_industry_code,index_membership,listing_date,listing_board,shares_outstanding,market_cap
SWID,Saraswanti Indoland Developmen,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2022-07-07,Development,5385019201,554656977703
TALF,Tunas Alfin Tbk.,Basic Materials,Basic Materials,Containers & Packaging,Containers & Packaging,B131,"COMPOSITE, DBX, IDXBASIC, ISSI",2014-01-17,Development,1353435000,960938850000
TAMA,Lancartama Sejati Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,J211,"COMPOSITE, DBX, IDXINFRA, ISSI",2020-02-10,Development,1200000696,304800176784
TAMU,Pelayaran Tamarin Samudra Tbk.,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services",A132,"COMPOSITE, IDXENERGY, IDXSMC-COM",2017-05-10,Watchlist,37500000000,787500000000
TAPG,Triputra Agro Persada Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"BISNIS-27, COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDX80, IDXG30, IDXHIDIV20, IDXNONCYC, IDXQ30, IDXSHAGROW, IDXSMC-COM, IDXSMC-LIQ, ISSI, JII70, KOMPAS100, MBX, MNC36",2021-04-12,Main,19852540000,34741945000000
TARA,Agung Semesta Sejahtera Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDXPROPERT",2014-07-11,Watchlist,10069645750,302089372500
TAXI,Express Transindo Utama Tbk.,Transportation & Logistic,Transportation,Passenger Land Transportation,Road Transportation,K132,"COMPOSITE, IDXTRANS, ISSI",2012-11-02,Watchlist,10223647156,143131060184
TAYS,Jaya Swarasa Agung Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, DBX, IDXNONCYC",2021-12-06,Development,1098920000,54946000000
TBIG,Tower Bersama Infrastructure T,Infrastructures,Telecommunication,Wireless Telecommunication Services,Wireless Telecommunication Services,J321,"COMPOSITE, IDXINFRA, Investor33, MBX",2010-10-26,Main,22656999445,32739364198025
TBLA,Tunas Baru Lampung Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, IDXNONCYC, IDXSMC-COM, MBX",2000-02-14,Main,6025373372,3735731490640
TBMS,Tembaga Mulia Semanan Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Cooper,B142,"COMPOSITE, DBX, IDXBASIC, IDXSMC-COM, ISSI",1990-05-23,Development,734680000,859575600000
TCID,Mandom Indonesia Tbk.,Consumer Non-Cyclicals,Nondurable Household Products,Personal Care Products,Personal Care Products,D421,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM, ISSI",1993-09-30,Development,402133334,1093802668480
TCPI,Transcoal Pacific Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Distribution,A122,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM, ISSI, JII70, KOMPAS100",2018-07-06,Development,5000000000,25250000000000
TDPM,Tianrong Chemicals Industry Tb,Basic Materials,Basic Materials,Chemicals,Basic Chemicals,B111,"COMPOSITE, IDXBASIC, IDXSMC-COM",2018-04-09,Watchlist,10485050500,1247721009500
TEBE,Dana Brata Luhur Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Distribution,A122,"COMPOSITE, IDXENERGY, IDXSMC-COM, ISSI, MBX",2019-11-18,Main,1285000000,1407075000000
TECH,Indosterling Technomedia Tbk.,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting,I121,"COMPOSITE, IDXTECHNO",2020-06-04,Watchlist,1256300000,62815000000
TELE,Omni Inovasi Indonesia Tbk.,Consumer Cyclicals,Retailing,Consumer Distributors,Consumer Distributors,E711,"COMPOSITE, IDXCYCLIC",2012-01-12,Watchlist,7310929389,65798364501
TFAS,Telefast Indonesia Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services,I111,"COMPOSITE, DBX, IDXTECHNO, ISSI",2019-09-17,Development,1666666500,321666634500
TFCO,Tifico Fiber Indonesia Tbk.,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,Textiles,E413,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, ISSI",1980-02-26,Watchlist,4823076400,3472615008000
TGKA,Tigaraksa Satria Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM, ISSI",1990-06-11,Development,918492750,4509799402500
TGRA,Terregra Asia Energy Tbk.,Infrastructures,Utilities,Electric Utilities,Electric Utilities,J411,"COMPOSITE, IDXINFRA",2017-05-16,Watchlist,2750000000,74250000000
TGUK,Platinum Wahab Nusantara Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Dairy Products,D221,"COMPOSITE, IDXNONCYC, ISSI",2023-07-10,Watchlist,3571451815,489288898655
TIFA,KDB Tifa Finance Tbk.,Financials,Financing Service,Consumer Financing,Consumer Financing,G211,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM",2011-07-08,Development,3552213000,1214856846000
TINS,TIMAH (Persero) Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,B146,"COMPOSITE, IDXBASIC, IDXMESBUMN, IDXSHAGROW, IDXSMC-COM, IDXSMC-LIQ, ISSI, JII70, KOMPAS100, MBX",1995-10-19,Main,7447753454,28301463125200
TIRA,Tira Austenite Tbk,Industrials,Industrial Services,Diversified Industrial Trading,Diversified Industrial Trading,C211,"COMPOSITE, DBX, IDXINDUST, ISSI",1993-07-27,Development,588000000,291648000000
TIRT,Tirta Mahakam Resources Tbk,Basic Materials,Basic Materials,Forestry & Paper,Timber,B151,"COMPOSITE, IDXBASIC, ISSI",1999-12-13,Watchlist,1011774750,596947102500
TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,Basic Materials,Basic Materials,Forestry & Paper,Paper,B152,"COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDXBASIC, IDXSHAGROW, IDXSMC-COM, ISSI, JII70, MBX",1990-04-03,Main,3113223570,20235953205000
TLDN,Teladan Prima Agro Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI, MBX",2022-04-12,Main,12946530200,6732195704000
TLKM,Telkom Indonesia (Persero) Tbk,Infrastructures,Telecommunication,Telecommunication Service,Integrated Telecommunication Service,J312,"BISNIS-27, COMPOSITE, I-GRADE, IDX30, IDX80, IDXBUMN20, IDXESGL, IDXG30, IDXHIDIV20, IDXINFRA, IDXLQ45LCL, IDXMESBUMN, IDXQ30, IDXVESTA28, Investor33, ISSI, JII, JII70, KOMPAS100, LQ45, MBX, MNC36, SMinfra18",1995-11-14,Main,99062216600,260533629658000
TMAS,Temas Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, IDXSMC-COM, IDXTRANS, ISSI, MBX",2003-07-09,Main,57051500000,6903231500000
TMPO,Tempo Intimedia Tbk.,Consumer Cyclicals,Media & Entertainment,Media,Consumer Publishing,E614,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2001-01-08,Development,1058333250,119591657250
TNCA,Trimuda Nuansa Citra Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, DBX, IDXTRANS, ISSI",2018-06-28,Development,421640000,70413880000
TOBA,TBS Energi Utama Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production,A121,"COMPOSITE, IDXENERGY, IDXSMC-COM, ISSI, JII70, KOMPAS100, MBX",2012-07-06,Main,8319512975,3876893046350
TOOL,Rohartindo Nusantara Luas Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Home Improvement Retail,E743,"COMPOSITE, DBX, IDXCYCLIC, ISSI",,Development,2050020320,133251320800
TOPS,Totalindo Eka Persada Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,J211,"COMPOSITE, IDXINFRA",2017-06-16,Watchlist,33330000000,33330000000
TOSK,Topindo Solusi Komunika Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services,I111,"COMPOSITE, DBX, IDXTECHNO, ISSI",2024-02-07,Development,4375277300,297518856400
TOTL,Total Bangun Persada Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,J211,"COMPOSITE, IDXINFRA, IDXSMC-COM, ISSI, MBX",2006-07-25,Main,3410000000,3887400000000
TOTO,Surya Toto Indonesia Tbk.,Industrials,Industrial Goods,Building Products & Fixtures,Building Products & Fixtures,C121,"COMPOSITE, IDXINDUST, IDXSMC-COM, ISSI, MBX",1990-10-30,Main,10320000000,2497440000000
TOWR,Sarana Menara Nusantara Tbk.,Infrastructures,Telecommunication,Wireless Telecommunication Services,Wireless Telecommunication Services,J321,"COMPOSITE, ESGQKEHATI, IDX80, IDXESGL, IDXINFRA, IDXLQ45LCL, IDXSMC-COM, IDXSMC-LIQ, IDXV30, Investor33, KOMPAS100, LQ45, MBX, SMinfra18",2010-03-08,Main,59098103731,23875633907324
TOYS,Sunindo Adipersada Tbk.,Consumer Cyclicals,Leisure Goods,Sport Equipment & Hobbies Goods,Sport Equipment & Hobbies Goods,E321,"COMPOSITE, IDXCYCLIC",,Watchlist,1435000712,11480005696
TPIA,Chandra Asri Pacific Tbk.,Basic Materials,Basic Materials,Chemicals,Basic Chemicals,B111,"COMPOSITE, ECONOMIC30, I-GRADE, IDX80, IDXBASIC, IDXESGL, IDXSHAGROW, ISSI, JII, JII70, KOMPAS100, MBX",2008-05-26,Main,86511545092,186864937398720
TPMA,Trans Power Marine Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Distribution,A122,"COMPOSITE, IDXENERGY, IDXSMC-COM, ISSI, MBX",2013-02-20,Main,3507420034,1634457735844
TRAM,Trada Alam Minera Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production,A121,"COMPOSITE, IDXENERGY, IDXSMC-COM",2008-09-10,Watchlist,49643627934,2482181396700
TRGU,Cerestar Indonesia Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, IDXNONCYC, IDXSMC-COM, MBX",2022-07-08,Main,7945412700,1295102270100
TRIL,Triwira Insanlestari Tbk.,Industrials,Industrial Services,Diversified Industrial Trading,Diversified Industrial Trading,C211,"COMPOSITE, IDXINDUST",2008-01-28,Watchlist,1200000000,60000000000
TRIM,Trimegah Sekuritas Indonesia T,Financials,Investment Service,Investment Services,Investment Banking & Brokerage Services,G312,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",2000-01-31,Main,7109300000,4016754500000
TRIN,Perintis Triniti Properti Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, IDXSMC-COM",2020-01-15,Development,4551457789,1447363576902
TRIO,Trikomsel Oke Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Electronics Retail,E742,"COMPOSITE, IDXCYCLIC, IDXSMC-COM",2009-04-14,Watchlist,26007494645,11079192718770
TRIS,Trisula International Tbk.,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,"Clothing, Accessories & Bags",E411,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2012-06-28,Development,3141443831,530904007439
TRJA,Transkon Jaya Tbk.,Transportation & Logistic,Transportation,Passenger Land Transportation,Road Transportation,K132,"COMPOSITE, DBX, IDXTRANS, ISSI",,Development,1510200000,169142400000
TRON,Teknologi Karya Digital Nusa T,Technology,Software & IT Services,Software,Software,I131,"COMPOSITE, DBX, IDXTECHNO, ISSI",2023-03-08,Development,2951328448,321694800832
TRST,Trias Sentosa Tbk.,Basic Materials,Basic Materials,Containers & Packaging,Containers & Packaging,B131,"COMPOSITE, DBX, IDXBASIC, IDXSMC-COM, ISSI",1990-07-02,Development,2808000000,1286064000000
TRUE,Triniti Dinamik Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, IDXSMC-COM",2021-06-10,Development,7571107860,378555393000
TRUK,Guna Timur Raya Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, DBX, IDXTRANS, ISSI",2018-05-23,Development,435000000,187920000000
TRUS,Trust Finance Indonesia Tbk,Financials,Financing Service,Consumer Financing,Consumer Financing,G211,"COMPOSITE, DBX, IDXFINANCE",2002-11-28,Development,800000000,329600000000
TSPC,Tempo Scan Pacific Tbk.,Healthcare,Pharmaceuticals & Health Care Research,Pharmaceuticals,Pharmaceuticals,F211,"COMPOSITE, IDXHEALTH, IDXSMC-COM, ISSI, MBX",1994-06-17,Main,4509864300,12988409184000
TUGU,Asuransi Tugu Pratama Indonesi,Financials,Insurance,Insurance,General Insurance,G412,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",2018-05-28,Main,3555575600,4337802232000
TYRE,King Tire Indonesia Tbk.,Consumer Cyclicals,Automobiles & Components,Auto Components,Tires,E112,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2023-05-08,Development,3480581727,393305735151
UANG,Pakuan Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, IDXSMC-COM, ISSI",2020-07-06,Development,1210000000,2916100000000
UCID,Uni-Charm Indonesia Tbk.,Consumer Non-Cyclicals,Nondurable Household Products,Personal Care Products,Personal Care Products,D421,"COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI, MBX",2019-12-20,Main,4156572300,1720820932200
UDNG,Agro Bahari Nusantara Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat, & Poultry",D231,ABX,2023-10-31,Acceleration,1750040072,1872542877040
UFOE,Damai Sejahtera Abadi Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Electronics Retail,E742,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2021-02-01,Development,2898261693,391265328555
ULTJ,Ultrajaya Milk Industry & Trad,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Dairy Products,D221,"COMPOSITE, ESGQKEHATI, IDXNONCYC, IDXSMC-COM, ISSI, MBX, MNC36",1990-07-02,Main,10398175200,15285317544000
UNIC,Unggul Indah Cahaya Tbk.,Basic Materials,Basic Materials,Chemicals,Basic Chemicals,B111,"COMPOSITE, IDXBASIC, IDXSMC-COM, ISSI, MBX",1989-11-06,Main,383331363,5864969853900
UNIQ,Ulima Nitra Tbk.,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services",A132,"COMPOSITE, DBX, IDXENERGY, ISSI",2021-03-08,Development,3138983000,348427113000
UNIT,Nusantara Inti Corpora Tbk,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,Textiles,E413,"COMPOSITE, IDXCYCLIC",2002-04-18,Development,75422200,23833415200
UNSP,Bakrie Sumatera Plantations Tb,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, IDXNONCYC, IDXSMC-COM",1990-03-06,Watchlist,17005275078,515033442864
UNTD,Terang Dunia Internusa Tbk.,Consumer Cyclicals,Leisure Goods,Sport Equipment & Hobbies Goods,Sport Equipment & Hobbies Goods,E321,"COMPOSITE, DBX, IDXCYCLIC",2024-02-07,Development,6666666700,533333336000
UNTR,United Tractors Tbk.,Industrials,Industrial Goods,Machinery,Construction Machinery & Heavy Vehicles,C141,"BISNIS-27, COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDX30, IDX80, IDXG30, IDXHIDIV20, IDXINDUST, IDXLQ45LCL, IDXQ30, IDXSHAGROW, IDXV30, IDXVESTA28, Investor33, ISSI, JII, JII70, KOMPAS100, LQ45, MBX, MNC36, SMinfra18",1989-09-19,Main,3730135136,89336736507200
UNVR,Unilever Indonesia Tbk.,Consumer Non-Cyclicals,Nondurable Household Products,Personal Care Products,Personal Care Products,D421,"COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDX30, IDX80, IDXESGL, IDXHIDIV20, IDXLQ45LCL, IDXNONCYC, IDXQ30, Investor33, ISSI, JII, JII70, KOMPAS100, LQ45, MBX, SRI-KEHATI",1982-01-11,Main,38150000000,66953250000000
URBN,Urban Jakarta Propertindo Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDXPROPERT, ISSI",2018-12-10,Watchlist,3232122640,665817263840
UVCR,Trimegah Karya Pratama Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services,I111,"COMPOSITE, DBX, IDXTECHNO, ISSI",2021-07-27,Development,2000144838,294021291186
VAST,Vastland Indonesia Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, ISSI",2023-02-08,Development,3055737049,357521234733
VERN,Verona Indah Pictures Tbk.,Consumer Cyclicals,Media & Entertainment,Entertainment & Movie Production,Entertainment & Movie Production,E621,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2024-10-08,Development,4765648183,938832692051
VICI,Victoria Care Indonesia Tbk.,CONSUMER GOODS INDUSTRY,Cosmetics and Household,,,,"COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI, MBX",2020-12-17,Main,6708000000,3823560000000
VICO,Victoria Investama Tbk.,Financials,Holding & Investment Companies,Holding & Investment Companies,Financial Holdings,G511,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",2013-07-08,Main,15217075658,2145607667778
VINS,Victoria Insurance Tbk.,Financials,Insurance,Insurance,General Insurance,G412,"COMPOSITE, DBX, IDXFINANCE",2015-09-28,Development,1553430759,215926875501
VISI,Satu Visi Putra Tbk.,Industrials,Industrial Services,Commercial Services,Office Supplies,C223,"COMPOSITE, DBX, IDXINDUST, ISSI",2024-02-27,Development,3075000000,2644500000000
VIVA,Visi Media Asia Tbk.,Consumer Cyclicals,Media & Entertainment,Media,Broadcasting,E612,"COMPOSITE, IDXCYCLIC, IDXSMC-COM",2011-11-21,Watchlist,16464270400,691499356800
VKTR,VKTR Teknologi Mobilitas Tbk.,Consumer Cyclicals,Automobiles & Components,Auto Components,Auto Parts & Equipment,E111,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM, ISSI",2023-06-19,Development,43750000000,31937500000000
VOKS,Voksel Electric Tbk.,Industrials,Industrial Goods,Electrical,Electrical Components & Equipment,C131,"COMPOSITE, DBX, IDXINDUST, IDXSMC-COM, ISSI",1990-12-20,Development,4155602595,856054134570
VRNA,Mizuho Leasing Indonesia Tbk.,Financials,Financing Service,Consumer Financing,Consumer Financing,G211,"COMPOSITE, DBX, IDXFINANCE",2008-06-25,Development,5687353997,437926257769
VTNY,Venteny Fortuna International,Financials,Financing Service,Consumer Financing,Consumer Financing,G211,"COMPOSITE, DBX, IDXFINANCE",2022-12-15,Development,6265193445,394707187035
WAPO,Wahana Pronatural Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, DBX, IDXNONCYC, ISSI",2001-06-22,Development,1240923111,150151696431
WBSA,BSA Logistics Indonesia Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, DBX, IDXTRANS, ISSI",2026-04-10,Development,8675000000,5465250000000
WEGE,Wijaya Karya Bangunan Gedung T,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,J211,"COMPOSITE, DBX, IDXINFRA, ISSI",2017-11-30,Development,9572000000,478600000000
WEHA,WEHA Transportasi Indonesia Tb,Transportation & Logistic,Transportation,Passenger Land Transportation,Road Transportation,K132,"COMPOSITE, DBX, IDXTRANS, ISSI",2007-05-31,Development,1460554819,153358255995
WGSH,Wira Global Solusi Tbk.,Technology,Software & IT Services,Software,Software,I131,ABX,2021-12-06,Acceleration,2085000000,352365000000
WICO,Wicaksana Overseas Internation,Consumer Non-Cyclicals,Food & Staples Retailing,Food & Staples Retailing,Food Retail & Distributors,D112,"COMPOSITE, IDXNONCYC",,Watchlist,2393710348,294426372804
WIDI,Widiant Jaya Krenindo Tbk.,Industrials,Industrial Goods,Machinery,Construction Machinery & Heavy Vehicles,C141,ABX,2023-07-10,Acceleration,1600031683,41600823758
WIFI,Solusi Sinergi Digital Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services,I111,"COMPOSITE, DBX, IDX80, IDXG30, IDXSHAGROW, IDXSMC-COM, IDXSMC-LIQ, IDXTECHNO, ISSI, JII, JII70, KOMPAS100, LQ45, SMinfra18",2020-12-30,Development,5308549015,10617098030000
WIIM,Wismilak Inti Makmur Tbk.,Consumer Non-Cyclicals,Tobacco,Tobacco,Tobacco,D311,"COMPOSITE, IDXNONCYC, IDXSMC-COM, MBX",2012-12-18,Main,2099873760,3580284760800
WIKA,Wijaya Karya (Persero) Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,J211,"COMPOSITE, IDXINFRA, IDXSMC-COM",2007-10-29,Watchlist,39873063858,8134105027032
WINE,Hatten Bali Tbk.,Consumer Non-Cyclicals,Food & Beverage,Beverages,Liquors,D211,"COMPOSITE, DBX, IDXNONCYC",2023-01-10,Development,2710000000,409210000000
WINR,Winner Nusantara Jaya Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Services,H112,"COMPOSITE, IDXPROPERT, ISSI",2022-04-25,Watchlist,5235316030,104706320600
WINS,Wintermar Offshore Marine Tbk.,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services",A132,"COMPOSITE, IDXENERGY, IDXSMC-COM, ISSI, MBX",2010-11-29,Main,4523065893,2306763605430
